timestamp, temperature_gpu, power_draw_w, utilization_gpu, utilization_memory, memory_used_mib, memory_free_mib, total_energy_consumption_j
                 NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        435973                      217986                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        1321693                     556502                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        426593                      213296                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
GPU 1     0.000        0.000        0.000        0.000        0.000        0.000        443747                      221873                      0                           0                           0                           0                           0                           
