timestamp, temperature_gpu, power_draw_w, utilization_gpu, utilization_memory, memory_used_mib, memory_free_mib, total_energy_consumption_j
                 NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        420065                      204356                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        420065                      204356                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        420065                      204356                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        420065                      204356                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        420065                      204356                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        420065                      204356                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        420065                      204356                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        420065                      204356                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        420065                      204356                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        420065                      204356                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        420065                      204356                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        420065                      204356                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        420065                      204356                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        437502                      224663                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        432418                      222052                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        661473                      336539                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        423613                      206082                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        423613                      206082                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        423613                      206082                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        423613                      206082                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        423613                      206082                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        423613                      206082                      0                           0                           0                           0                           0                           
GPU 2     0.000        0.000        0.000        0.000        0.000        0.000        423613                      206082                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
